Albedo	NDVI_StdDev_Antalya	DEM	Aspect	Land_Cover	Precipitation	Slope	Soil_Organic_Carbon	Soil_pH	SoilpH	LST	Clay_Content	SoilTexture	LandUse	Annual_Temperature
<Null>	0.061126	17	270	60	738.188417	1.156451	330.666667	70.666667	74	303.932011	231	7	10	24.979167
163.833333	0.027519	8	128.7283	60	726.449528	1.482167	412.333333	71.666667	73	304.959126	218	7	30	24.979167
143.707317	0.062076	28	75.04132	40	786.07049	3.588521	340.333333	68.666667	76	312.131841	209.333333	4	60	24.616667
167.15	0.016974	35	162.6839	40	738.188417	3.880149	309.666667	71	74	307.300469	201	7	60	24.8625
154.04878	0.046062	18	111.85	60	738.188417	2.490497	327.666667	72.666667	74	310.576641	201	7	30	24.4625
171.567568	0.016962	28	237.3168	60	738.188417	6.837729	337	71.333333	73	306.133215	243	7	60	24.8625
167.853659	0.021961	4	0	40	738.188417	0.92741	<Null>	<Null>	73	306.406657	<Null>	7	40	24.8625
137	0.167221	309	115.7013	10	807.732511	12.6236	291.333333	68	69	300.243967	208.666667	7	10	22.4375
158.365854	0.051608	391	219.7332	30	807.732511	14.17612	331.333333	68.333333	72	307.67816	213.333333	7	60	22.485417
177.586207	0.120199	5	0	50	920.68896	0.92741	291.666667	73.666667	74	314.090366	329	7	50	25.295833
178	0.03541	61	180	60	886.845309	1.854334	<Null>	<Null>	78	315.030322	<Null>	4	10	25.308333
182.366667	0.069	15	0	60	919.15413	0	<Null>	<Null>	74	314.698774	<Null>	7	50	25.333333
179.5	0.119664	11	270	60	881.668529	1.160766	278.666667	72.333333	77	314.469766	310.333333	7	50	25.333333
182.121951	0.234859	13	90	10	881.668529	1.160719	225	72.333333	76	316.807692	331.666667	7	40	25.333333
<Null>	0.072023	20	180	50	996.737003	0.92741	236.666667	75.333333	76	317.46737	308	7	50	25.379167
169.9	0.100448	102	270	40	954.354298	2.321647	235.333333	74.333333	77	311.97803	297	4	40	25.289583
163.111111	0.091483	82	202.6537	50	875.347951	3.01231	<Null>	74.666667	76	317.074297	297.666667	4	50	25.272917
165	0.096541	105	128.6061	50	953.298063	1.48612	211	75.666667	77	319.347281	375.333333	7	30	25.025
<Null>	0.049537	35	51.38749	60	881.668529	1.485911	<Null>	<Null>	77	316.766676	<Null>	7	10	25.289583
179.5	0.105644	11	291.7752	60	881.668529	2.49862	230.333333	72.333333	75	313.919465	310.333333	7	50	25.333333
144.272727	0.106748	15	111.7712	50	881.668529	2.49906	271.333333	74.666667	76	316.770094	358.666667	7	50	25.379167
125.5	0.098606	24	162.62	60	881.668529	3.881499	238.666667	75.666667	76	314.568889	297	7	30	25.289583
<Null>	0.209966	18	0	40	996.737003	0	235.333333	73.666667	76	317.894622	311.666667	7	40	25.379167
194.066667	0.03707	18	90	50	919.15413	1.159831	<Null>	<Null>	76	315.37896	<Null>	7	10	25.333333
182.333333	0.117661	22	157.3682	40	919.15413	3.01183	249.666667	76.333333	77	313.639187	290.666667	7	40	25.308333
215.55	0.076338	30	248.2112	50	886.845309	2.497138	246.666667	76.666667	77	313.447778	317.333333	4	50	25.308333
208.7	0.046737	40	291.7889	50	886.845309	4.98481	239.666667	75.666667	77	315.768614	274.333333	7	50	25.308333
161.317073	0.114088	2	90	50	920.68896	1.159203	337	74	75	315.190968	343	4	50	25.295833
135.487805	0.051323	11	180	50	911.989422	1.854334	264.666667	74	76	313.536647	276	4	50	25.45
149.121951	0.036123	10	270	60	904.108967	2.319236	219	75.333333	74	311.810547	302.666667	7	60	25.460417
<Null>	0.124071	8	0	60	948.711586	0.92741	259	75.666667	74	316.199284	315	7	30	25.360417
<Null>	0.081153	10	212.0123	60	952.406677	2.186587	320.666667	74.666667	74	317.477624	291	7	30	25.360417
<Null>	0.1578	4	308.6441	60	930.422903	1.484886	270.666667	74	75	312.876969	306	7	30	25.425
<Null>	0.103787	14	0	50	948.711586	0	<Null>	75	75	319.067003	326	7	50	25.504167
<Null>	0.106279	8	180	60	948.711586	0.92741	272	75.666667	74	316.312079	334.333333	7	30	25.504167
151.588235	0.057358	6	180	40	904.108967	0.92741	281	73.666667	72	310.627912	299.333333	4	60	25.460417
164.243902	0.109373	13	128.6371	40	904.108967	1.485114	251.666667	73.333333	74	313.933137	303.333333	7	40	25.460417
179.5	0.033469	4	90	60	882.208663	2.317946	318	73.666667	73	307.548276	300.666667	7	50	25.383333
153.903226	0.299911	3	180	40	882.208663	0.92741	304	72.666667	73	308.874467	288.333333	7	40	25.402083
143.756098	0.059992	1	0	60	931.472746	0	<Null>	<Null>	75	315.881408	<Null>	7	30	25.316667
172.25	0.074472	3	111.7974	40	931.472746	2.496207	322.333333	73.666667	74	315.580623	303	7	40	25.316667
<Null>	0.144473	3	90	60	948.711586	1.159717	266	75.333333	74	315.836974	308.666667	7	40	25.425
148.804878	0.05899	4	270	60	869.924988	2.317702	318.333333	72.666667	73	312.39161	281	7	60	25.402083
167.5	0.089515	42	75.08147	30	948.711586	3.597936	<Null>	75.666667	76	319.155872	331.666667	7	50	25.504167
<Null>	0.072309	9	231.3527	60	948.711586	1.484784	293.666667	75.666667	74	318.031343	330.333333	7	30	25.504167
<Null>	0.107237	17	128.6373	60	948.711586	2.968221	240.666667	75.666667	75	316.315497	312	7	30	25.425
<Null>	0.096908	5	128.6399	60	930.422903	1.485021	281	74.333333	75	315.139698	324	7	10	25.425
158.097561	0.121104	6	90	50	930.422903	1.160178	<Null>	<Null>	77	317.43319	<Null>	4	50	25.425
106.619048	0.080666	13	0	50	881.668529	0.92741	273.333333	73	74	314.80815	332	7	50	25.379167
169.902439	0.086716	7	147.9627	40	896.708173	2.187183	271	73.666667	76	314.818404	339.666667	7	30	25.425
<Null>	0.110387	10	180	50	881.668529	1.854334	277.333333	74.666667	74	316.08649	351	7	50	25.379167
179.857143	0.159157	30	180	40	996.737003	1.854334	269.666667	74.666667	76	317.419517	288.333333	7	40	25.370833
175.294118	0.122647	20	231.394	50	996.737003	2.970249	255.666667	74.666667	75	316.988847	327	7	50	25.370833
<Null>	0.116756	9	270	50	930.422903	1.159924	240	74.666667	74	313.854523	298.666667	7	50	25.425
159.325	0.136514	8	270	40	904.108967	2.318696	294.666667	73	74	313.939973	291.333333	7	40	25.460417
117.875	0.096503	13	0	40	896.708173	0	265	74	75	315.05083	331.333333	7	60	25.379167
169.902439	0.101433	8	90	40	896.708173	1.160647	271	73.666667	76	314.818404	339.666667	7	30	25.425
152.766667	0.101183	11	231.3813	60	881.668529	1.485709	275.333333	73.666667	76	314.179235	337.333333	7	30	25.379167
158.390244	0.061807	12	327.9631	40	904.189127	2.187174	286.333333	73.333333	74	311.660154	315.333333	4	60	25.460417
152.829268	0.104661	16	180	60	904.189127	0.92741	283.666667	73.666667	75	312.432626	288	7	30	25.460417
163.414634	0.109294	15	0	40	920.486423	0	252.333333	74	74	314.585979	294.666667	4	40	25.504167
<Null>	0.108747	9	270	30	948.711586	1.160106	252	75.666667	77	315.163624	322.666667	7	30	25.425
176.285714	0.12506	35	51.36281	60	948.711586	1.485111	205.333333	<Null>	74	316.616283	<Null>	4	50	25.504167
<Null>	0.092611	17	270	50	948.711586	4.630628	222.666667	75.333333	74	315.44732	319.666667	7	10	25.425
155.341463	0.054649	16	0	50	904.189127	0	250.666667	74.333333	76	311.246573	291.333333	7	50	25.45
<Null>	0.12733	10	0	50	952.406677	0	255	74.666667	74	316.588939	287.333333	7	50	25.360417
171.35	0.029068	5	270	40	882.208663	1.159376	349.333333	74	75	311.311516	280.333333	7	40	25.383333
<Null>	0.070479	7	90	50	948.711586	2.318603	<Null>	<Null>	74	317.833098	<Null>	7	50	25.425
150	0.084616	8	0	40	896.708173	0.92741	233.666667	74.666667	74	311.205557	304.333333	7	10	25.425
150.414634	0.133413	7	51.34969	10	931.472746	1.484685	329	72.666667	73	314.873093	320.333333	7	40	25.316667
167.292683	0.071453	3	147.9899	40	920.68896	2.186533	309.666667	73.666667	75	315.474664	330.333333	7	40	25.295833
154.609756	0.107517	19	270	50	911.989422	1.160144	197	74.666667	75	318.793562	230.666667	7	50	25.45
138.097561	0.052863	13	128.6487	60	930.044046	1.484738	304.333333	73.666667	71	314.432168	249	7	40	25.36875
144.487805	0.067812	7	0	50	888.708575	0	277.666667	71.666667	74	313.317893	280.666667	7	50	25.36875
177.05	0.066242	7	231.3433	10	938.08176	1.484478	301.333333	69.666667	73	309.61276	272	7	40	25.36875
161.769231	0.014817	15	0	60	978.493448	0.92741	314	71.666667	76	307.951602	188.333333	4	60	25.31875
170.03125	0.021427	7	128.6625	60	938.08176	1.48429	313.333333	70.666667	75	312.111332	243.666667	7	30	25.339583
203	0.041657	7	0	60	938.08176	0.92741	277.333333	70	71	311.895997	220.333333	4	60	25.352083
158.682927	0.058287	9	51.3508	40	888.708575	1.484721	274.333333	71.666667	75	313.516139	227.333333	7	40	25.36875
169.882353	0.127877	5	180	50	938.08176	1.854334	<Null>	73	74	312.248053	253.333333	7	50	25.352083
177.5	0.051259	8	291.7898	40	930.044046	2.497028	258.666667	71.666667	73	311.366204	247.666667	7	30	25.214583
146.575	0.033615	12	231.354	60	930.044046	1.484823	250	69.333333	72	308.101995	229	7	60	25.214583
158.292683	0.030896	2	0	40	930.603171	0	353.666667	70.666667	72	311.581539	263	7	40	25.339583
191.2	0.063319	12	0	60	930.044046	0	284.333333	70	72	311.656736	226.333333	4	10	25.214583
156.823529	0.046788	6	90	60	888.708575	1.159304	300	70.666667	74	311.71826	249.666667	7	60	25.36875
173.533333	0.071141	7	0	60	938.08176	0.92741	296	69.666667	72	310.562969	254.333333	7	30	25.352083
146.707317	0.044107	3	231.3404	40	869.924988	1.484385	329.666667	72.666667	72	312.118168	280.666667	7	40	25.402083
160.487805	0.068575	8	51.3384	40	981.464113	1.48432	290.333333	70.666667	76	312.986346	244	7	60	25.339583
155.560976	0.030356	18	211.9983	60	1002.115785	2.186252	271.666667	72	74	315.782286	191	7	60	25.329167
197.428571	0.057332	9	22.6284	60	930.044046	3.011756	266.666667	71.666667	74	310.402322	259.333333	7	10	25.352083
149.5	0.048585	21	270	40	978.493448	1.159409	252.666667	71.666667	75	309.113729	181	7	60	25.31875
174	0.026353	10	51.35498	40	930.044046	1.484856	253.333333	71.666667	72	311.779784	252.333333	7	30	25.214583
151.055556	0.133659	12	90	50	938.08176	3.474791	252.333333	70.666667	75	310.689436	229	7	50	25.352083
146	0.04878	15	231.3638	40	930.044046	2.968294	264	70.666667	75	311.865235	239	7	60	25.214583
163.658537	0.079731	12	157.3674	50	908.346662	3.011848	282	72.666667	73	313.051288	235.666667	7	50	25.445833
156.219512	0.083995	33	0	10	1021.912596	0	253.333333	70.333333	79	311.226065	191.333333	7	10	25.339583
162.682927	0.034806	23	0	40	972.718581	0	252.666667	70.666667	74	312.295906	182	7	60	25.335417
160.037037	0.040895	10	0	60	978.493448	0	300.333333	70.666667	75	311.02782	215.333333	7	40	25.329167
180.125	0.036825	31	32.0013	60	978.493448	2.186324	248	72.666667	77	310.221167	194.333333	4	30	25.335417
163.575	0.123975	48	180	50	978.493448	2.780288	227.666667	72.666667	77	313.376	188.666667	4	50	25.277083
162.195122	0.049895	64	258.6962	40	968.500871	4.721103	244.666667	74.333333	79	307.285088	105.666667	7	60	24.81875
229.333333	0.087066	443	225.6852	10	953.705357	14.29958	297.333333	67.666667	73	308.689894	268.666667	4	10	22.7625
146.170732	0.032934	27	51.33231	40	978.070849	2.966256	264	71.666667	75	310.689436	210	7	30	25.091667
178.35	0.053022	21	231.3319	60	1031.923908	1.484109	272.333333	70	76	309.479457	207.666667	7	60	25.245833
256.6	0.029803	306	140.1205	60	859.393438	3.621039	<Null>	<Null>	77	321.114397	<Null>	7	50	24.36875
219	0.020042	302	0	50	859.393438	0	170.333333	72.666667	79	321.555322	364.333333	7	50	24.36875
187	0.018638	303	0	50	859.393438	0	169	72.666667	78	318.937118	371.666667	7	50	24.36875
<Null>	0.079917	111	0	40	948.897927	0	232.666667	74.666667	77	317.446862	310	4	40	24.983333
191	0.075411	38	212.0617	50	996.737003	2.187765	260	74.666667	78	317.894622	296.666667	7	50	25.370833
<Null>	0.062231	126	231.4143	50	948.897927	1.48678	210	73.666667	75	318.366309	300.333333	4	50	24.835417
185.945946	0.111704	107	111.7596	60	954.354298	2.500327	237.333333	72.666667	76	314.298865	294	4	30	25.1125
160.382353	0.136733	116	68.24673	60	948.897927	2.501013	213.333333	74.666667	76	314.558635	322	4	60	24.835417
190.148148	0.200546	21	180	50	977.446818	0.92741	232.666667	74	76	316.606029	302	7	50	25.252083
156.926829	0.10202	21	147.9299	60	997.713608	2.187966	274.333333	72.666667	76	315.72418	316	7	30	25.364583
177.04878	0.172653	58	90	10	1002.796984	1.161691	215	76	77	318.086031	361	7	10	25.441667
